,node_852r.3_harmonico_60,node_852r.3_harmonico_180,node_852r.3_harmonico_300,node_852r.3_harmonico_420,node_852r.3_harmonico_540,node_852r.3_harmonico_660,node_852r.3_harmonico_780,node_852r.3_harmonico_900,node_852r.3_harmonico_1020,node_852r.3_harmonico_1140,node_852r.3_harmonico_1260,node_852r.3_harmonico_1380,node_852r.3_harmonico_1500,node_852r.3_harmonico_1620,node_852r.3_harmonico_1740,node_852r.3_harmonico_1860,node_852r.3_harmonico_1980,node_852r.3_harmonico_2100,node_852r.3_harmonico_2220,node_852r.3_harmonico_2340,node_852r.3_harmonico_2460,node_852r.3_harmonico_2580,node_852r.3_harmonico_2700,node_852r.3_harmonico_2820,node_852r.3_harmonico_2940
55,12946.313366357686,79.92157357473343,119.85243573051906,-8.77085010074279,-13.012776762481897,-9.553313985713734,-5.920023532233585,-2.5876567439757663,0.541489265423866,3.598709357312761,6.694251874892944,9.93849767261935,13.595904237514926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,-606.2593301545489,-3.2611897091050466,5.871868047807333,1.4838056079477846,-0.3233966850408025,-0.619697126425014,-0.8541300741969836,-1.1832383260583206,-1.6820184947734147,-2.4601199281464083,-3.707147426434896,-5.710211977997614,-8.607743185522207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,-12332.299438684153,-74.48266040847139,-122.37852158671755,6.5911656957332285,12.932450630362306,9.78722929382862,6.137096680145735,2.583525923936308,-1.018912686583472,-4.935907103267653,-9.522042114462486,-15.270281147175462,-22.78421714868364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,12943.65820703876,80.17153815928557,120.15201919000754,-8.814009806792392,-13.05522859767575,-9.581614621699163,-5.936437626192832,-2.5944842194293267,0.5425568957007497,3.6063553411757256,6.707304325508547,9.955753611299762,13.616086729952446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,-606.5354512380799,-3.258827115489644,5.87978934483213,1.4789312185920318,-0.3272279583979158,-0.6243195606059069,-0.8609171568766474,-1.193913011175259,-1.69924983882721,-2.4883127609485896,-3.753589342135323,-5.7857493534391295,-8.720805922159196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,-630.1570372352236,-3.524626095327235,6.342955809189359,1.571576441043163,-0.3425555920356871,-0.6439662998371206,-0.8774561217720306,-1.2032043431993935,-1.6923654599894404,-2.447327226717664,-3.645372346555706,-5.557000387615499,-8.326148354107229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,-12186.134528370289,-82.24419359846053,-132.7624007232519,7.853473655620474,14.348891889882358,10.754663953809086,6.7101632002683385,2.831104213237607,-1.0461021072057473,-5.198889747972593,-9.98550691611652,-15.89602684496452,-23.533768619440263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,12866.394533643785,88.39570789871806,129.99289018021628,-10.207233366076789,-14.42541873152074,-10.485548427508386,-6.448027818906018,-2.7887025280388342,0.611711569950953,3.89929972438736,7.1927653748093485,10.604613803230489,14.384756936969222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,-607.2912915635044,-3.193262273293392,6.030585033517332,1.35219690729854,-0.4117999903261984,-0.7198285169489572,-0.9967731412995208,-1.4031345977343164,-2.0309324698248576,-3.021052084166293,-4.611849094983962,-7.137390324120417,-10.6275724619781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,-606.4577920867279,-3.1841071520749686,6.042183179705511,1.3358510644877892,-0.4204208068539349,-0.7283112405362789,-1.0078155394308508,-1.418914616811377,-2.0541174341168715,-3.055209583931157,-4.661165911004738,-7.203284568109183,-10.693404069221826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,-12183.7217568794,-82.23020778254718,-132.71316954626434,7.87853294304434,14.365735045572157,10.768224368392463,6.721187573443388,2.8393461151097736,-1.0413500609741035,-5.198723318531412,-9.991476075536651,-15.91025596716197,-23.55902948773659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,-632.4228721349099,-3.547838640436708,6.3721955492957445,1.5735172117798415,-0.347484343385142,-0.6485110264616792,-0.881307619618193,-1.206105736891373,-1.693605465223368,-2.4454484401260137,-3.637685959898399,-5.539124632602525,-8.293847430458339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,-12175.231936037764,-82.88817005673093,-133.64040386963566,7.942148059592925,14.454475491460684,10.825237096437476,6.749990438046942,2.846228730841835,-1.0507621177465571,-5.218993031643039,-10.01648593251907,-15.932314630850351,-23.5687745419066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,12859.81581778789,89.0706710633653,130.7953684597136,-10.323626260928128,-14.53851426649786,-10.55989763599004,-6.490037154213881,-2.804758100665771,0.6169550570955075,3.922352453809428,7.230789857844134,10.654893869465932,14.44317151950756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,-685.7611987016338,-4.111451653325845,7.085518907686074,1.6330076429102318,-0.4552100592718365,-0.7465126560810842,-0.9605066915267888,-1.2579092687092177,-1.696706604284672,-2.357167312948794,-3.379348415829929,-4.9807932130803465,-7.300782846010509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,-11909.610799056472,-98.52500366884384,-154.91686963882617,10.042288868911694,16.94882297048928,12.4694220038212,7.6580459698744,3.177864629727842,-1.158041802281844,-5.633541232189892,-10.58809426628114,-16.465564773529664,-23.81333783087409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,12700.236163738911,105.46717547351082,150.28411042388896,-13.07138532707674,-17.20007645560408,-12.284622926713029,-7.442085715923079,-3.149893951007746,0.7522231023782735,4.436470259661255,8.034038145602803,11.65490488213882,15.500488349965831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,-687.1384172619013,-4.126366936654959,7.101314806381517,1.6339299922118131,-0.4582243448177321,-0.7491281980418076,-0.9624843207128196,-1.2589726401763746,-1.69620802345521,-2.35384005260281,-3.3708787293094886,-4.963350100107864,-7.270225421921564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,-11902.959814356363,-98.92281635110774,-155.45948460479397,10.092141460978407,17.008896662221655,12.508209875974208,7.678663692872801,3.184716998228224,-1.160964636934672,-5.642190957782431,-10.597637261378567,-16.469527417281814,-23.80313851300996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,12696.340429820662,105.88469298449222,150.7830412351877,-13.136970823770154,-17.263950820368645,-12.325122400476095,-7.46356012362696,-3.1568547715978283,0.7561663424800247,4.448246758634227,8.050773641699594,11.673529106597568,15.516479354140673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,-848.5768576080624,-5.541828520349542,9.098978194301754,1.724676134069182,-0.8873784817185757,-1.165919995555546,-1.3120692895780974,-1.4905777520654877,-1.7208700606188851,-2.017683990674232,-2.411217909426214,-2.9541563256765278,-3.6937773915949994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,-12362.777497009369,-137.51983747199768,-209.82804186874003,13.986724953337312,22.19848052775525,15.737287190346551,9.245914844700328,3.5730851448601517,-1.4710697385640683,-6.124376365717556,-10.593691249131536,-15.074856208328455,-19.76305722342869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,13425.595630128251,146.75634519367966,201.85729012870192,-19.07180013450128,-23.44313816760684,-16.321228888503267,-9.628196116664244,-3.901070693393959,1.1002194062360071,5.6030053363663725,9.767526858616318,13.705507648856178,17.522718939232362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,-862.4706564003455,-5.576147923068268,9.375540268737618,1.955481111602616,-0.6214482427544307,-0.8232795456144406,-0.8874571698610997,-0.977358703996042,-1.1073230794319715,-1.2836938056327425,-1.5225531700659587,-1.855259724256901,-2.3164526668735808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,-12321.62307462576,-138.49326949624805,-211.5173001267045,18.400466022795065,27.60632302379264,21.83776472736104,16.070161783515008,11.17425541547378,6.964440136634711,3.212620340164998,-0.2680322454932112,-3.6388554565335935,-7.047173306291797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,13409.931673758332,147.93361799231047,203.24098770720747,-23.67331469174541,-28.935645189697617,-22.477545758689526,-16.48223815366454,-11.495841364278547,-7.273295883830789,-3.5840814311596567,-0.2669866012490017,2.787940202645298,5.672673775938114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,-878.9773203615625,-5.6195512148792135,9.693593285098734,2.228446366217458,-0.3052077843329983,-0.41514103281944,-0.3811219046718147,-0.3647481288031147,-0.3742247791713726,-0.4058045221024162,-0.4586085996640656,-0.5383488859399072,-0.6642889011865437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,-12273.372548013134,-139.6528282745976,-213.54104642737488,23.621247014269063,34.010775040081505,29.06755108708191,24.16303770889542,20.194717342990145,16.98248653183129,14.310252862234934,12.015518344623406,9.978654262821378,8.110128774332601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,13392.447963785082,149.33879984493598,204.9162155896769,-29.110000683859376,-35.43564998259084,-29.769245949980142,-24.606352964001807,-20.504661616018787,-17.213620386595384,-14.4992536725018,-12.199496179871456,-10.20680090765398,-8.446001162988724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,-876.8531077886123,-5.604424089337125,9.757193268236746,2.2596154586838897,-0.2817188543501129,-0.3942047758771009,-0.3614681372137366,-0.3460130137620718,-0.3563608864565626,-0.3889148155395179,-0.4428951731215783,-0.5241067044974582,-0.6519238585254313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,-12268.362827886664,-139.59909115022842,-213.33899492621907,23.738407333820387,34.09820059263404,29.146589104879983,24.23868844776375,20.268384754483023,17.054401926976222,14.380130751079232,12.082773295702184,10.042477410841686,8.169528664602186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,13387.937962064523,149.2965211852476,204.77667920472305,-29.17701984987694,-35.48554479210952,-29.81418566680392,-24.64903353412677,-20.545812430108317,-17.253354461319198,-14.537428290273333,-12.235832873400716,-10.240924342393535,-8.47742749005693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,-880.2002368147874,-5.625104250059676,9.695324644322811,2.2353408106795145,-0.2946017200328164,-0.3995883479019796,-0.3605804296254432,-0.3389033407177942,-0.3424045700035996,-0.3668230339541856,-0.4104464332729534,-0.4777366723456178,-0.5871951794852245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,-12271.842080134757,-139.71684126785595,-213.6700712490233,23.85292187147247,34.30389620063127,29.40158557370854,24.53901521425789,20.615520015927306,17.45144903230197,14.831371231258595,12.594008175176436,10.621774270064613,8.827948274746566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,13392.466943620137,149.41426144915607,205.02372951541204,-29.3574503425645,-35.73744775125909,-30.10999085546585,-24.98747301723577,-20.928529493513334,-17.68246988150106,-15.015206150373231,-12.764661520351591,-10.823425900439403,-9.11716288172802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,-875.9881790076679,-5.59936732862912,9.791118752467854,2.280985031772215,-0.2651925786218427,-0.3792262059312166,-0.3471524544618593,-0.3320999801142369,-0.3428202904562558,-0.3758313856873976,-0.4304319659680821,-0.5124994264085309,-0.6414905501153297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,-12263.797474976458,-139.55301575531266,-213.16199646376765,23.84350459628152,34.17725180846628,29.21843189602137,24.3077606055871,20.33592121231237,17.12058305779514,14.444665574195929,12.145091574043349,10.101795074842933,8.224879423339242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,13386.103899887285,149.27911308121026,204.72379160085484,-29.202098049652065,-35.504553785825664,-29.83149327552704,-24.665564542220505,-20.561798253417976,-17.268813700750478,-14.552293681089717,-12.24999421946059,-10.25424373226636,-8.489732947590301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,-875.9661414367695,-5.599760537867097,9.790043739186531,2.2804528455512063,-0.2655002475755876,-0.3794906637124808,-0.3474086935350065,-0.3323582624374616,-0.3430849926193655,-0.3761054278413634,-0.4307183453000181,-0.5128020122856709,-0.6418143394625767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,-12263.427398675649,-139.54884421702067,-213.1477407687602,23.85074736882449,34.18235842094911,29.222903260244284,24.31193705559495,20.33990276878885,17.124395811483986,14.448305733636406,12.14854028947693,10.105024544725524,8.22785706405456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,13385.706288794834,149.2754314678436,204.71106882515025,-29.208277043468264,-35.50899216000742,-29.835417304936247,-24.669250546302443,-20.56532614883558,-17.272202760759235,-14.555538610263548,-12.253077129288968,-10.25713811562679,-8.492403279970882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,-875.9141830331954,-5.598751553442984,9.794760857008152,2.2834052968358995,-0.2633781793764976,-0.3775883672590295,-0.3455813949245674,-0.3305626381140233,-0.3413100278298706,-0.3743537590984734,-0.4289998813633513,-0.5111314181013751,-0.6402099216816369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,-12263.554678584718,-139.55075497924108,-213.1525963031613,23.849517511643946,34.181878374156135,29.222686599714308,24.31188825857862,20.33998872056508,17.124596904687632,14.448604189502047,12.148915973465314,10.10545230589416,8.228304183407978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,13386.16665137586,149.27967312126972,204.72673943733352,-29.200271101428168,-35.50320910532782,-29.830287486480056,-24.66441189238729,-20.56067288470059,-17.26770996137698,-14.551215059467507,-12.248949590900525,-10.253245988532305,-8.48879820674841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,-886.0762898788339,-5.651970278294237,9.703483316493353,2.268781045783346,-0.2433502018335908,-0.3245065217642632,-0.2614466489109285,-0.2141933654697384,-0.1888727408329254,-0.1787470260048138,-0.1780841634999994,-0.1853170471761472,-0.2152676453728975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,-12264.427933113291,-140.02524511181923,-214.2916346121676,24.969336941251854,35.71633343210827,31.01117461626924,26.350743334613703,22.643296307919893,19.711365528746764,17.34271205679015,15.381941771120188,13.721325447910685,12.287699763522935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,13392.584207436705,149.77777602697375,205.54153442970832,-30.549742731365463,-37.19163493000672,-31.751866791866888,-26.823929698273105,-22.971014986046956,-19.941766302050265,-17.50155694288556,-15.488257676101366,-13.795120883991029,-12.351815646663333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,-897.8063989615217,-5.697776799579333,9.717338180296329,2.326921808271523,-0.1552877345570031,-0.1925047449529099,-0.0817764154197987,0.0199450156354019,0.1111111075288329,0.2054173199628775,0.3200890454956318,0.4747548147241275,0.6712434276103231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,-12257.483005913762,-140.584949056624,-215.4862359764564,26.706230536158188,37.98372105845837,33.63905181318739,29.356485156739136,26.065706921169998,23.598602340254185,21.75510814854774,20.39912879209125,19.453346724220903,18.886365383192803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,13401.91602596082,150.444315625703,206.638296128433,-32.38735844675834,-39.50908863698627,-34.41328365512405,-29.846586806335093,-26.385839174947456,-23.78228528721074,-21.803397303529447,-20.28938338707775,-19.136244071748624,-18.28282529979672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,-899.6087289622682,-5.705197046790422,9.715011435499823,2.3331019322523368,-0.1438972636296283,-0.174457058623286,-0.0566792806907303,0.0530249776566183,0.1538020461509363,0.2603703362559463,0.391631445280055,0.569842876230986,0.7992579525356852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,-12256.847473508573,-140.6700571981547,-215.6745062251648,26.951031686977124,38.3079384614469,34.01627457133317,29.788814115786334,26.558624459657565,24.15903022126773,22.39176703093814,21.12355568919074,20.2815028840692,19.840282839853828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
