,node_814r.2_harmonico_60,node_814r.2_harmonico_180,node_814r.2_harmonico_300,node_814r.2_harmonico_420,node_814r.2_harmonico_540,node_814r.2_harmonico_660,node_814r.2_harmonico_780,node_814r.2_harmonico_900,node_814r.2_harmonico_1020,node_814r.2_harmonico_1140,node_814r.2_harmonico_1260,node_814r.2_harmonico_1380,node_814r.2_harmonico_1500,node_814r.2_harmonico_1620,node_814r.2_harmonico_1740,node_814r.2_harmonico_1860,node_814r.2_harmonico_1980,node_814r.2_harmonico_2100,node_814r.2_harmonico_2220,node_814r.2_harmonico_2340,node_814r.2_harmonico_2460,node_814r.2_harmonico_2580,node_814r.2_harmonico_2700,node_814r.2_harmonico_2820,node_814r.2_harmonico_2940
25,-195.47368729683149,0.0089560163831687,-0.6968372537715096,1.2633399723932317,1.0538528643052754,1.1342087533589076,1.2603010989502468,1.3546227093478969,1.332590708680997,1.0193571600695148,0.0042169378204034,-2.682158371066939,-8.992541079870795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-12696.760970534802,-3.051005215551633,-28.871087723485356,-9.806505612981107,0.14285043573465,5.595104721160606,9.96993730542626,14.113209543669427,18.344083382863168,22.80028610081034,27.463646380130037,32.02846109046941,35.71809048650494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,12897.09847731432,2.975535627079183,31.357230406009627,9.378146165474144,-0.4227756016247451,-5.966330230220886,-10.53932909414544,-14.998801094401395,-19.752528117720622,-25.14751736553807,-31.64060273740796,-39.98702670469393,-51.420048942885295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-12694.871019322054,-3.0528907576249558,-28.873176707859205,-9.808647868567713,0.1376880262169127,5.586856841715839,9.958486998998673,14.09834968105524,18.325441490150038,22.77711140165195,27.434314249835168,31.98938545741489,35.661833490540864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,-396.3059143769312,0.0280458532850931,-1.4049457775138745,2.551118845665188,2.135990473238088,2.302894387835414,2.561499672364121,2.7602050843698,2.740009638647188,2.177483108194226,0.3189308305218051,-4.601481842538483,-16.1016467910489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,-12330.145275238949,-6.133446130669337,-58.242544095346695,-19.70597152932236,0.3836625516722792,11.335812301465207,20.03730558179531,28.173140149476616,36.3622014393498,44.859192351894265,53.621052452215125,62.0798621718027,68.83015984958718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,12707.842606977074,6.013525533860367,63.30608257608879,18.87770491742872,-0.871725347610659,-11.959467960295356,-20.99945326689936,-29.68843173284816,-38.80186528966909,-48.96801339767876,-60.99105623065262,-76.18912171806946,-96.70132302131636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,-551.8047894590624,0.0406989332016637,-1.9777086688933456,3.545679708070123,2.9630523807825573,3.1843670692343027,3.5294302127706487,3.794092457271376,3.775446362112428,3.071327160597514,0.7575680631057996,-5.3040989280868045,-19.29824251638427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-12039.60913025838,-8.537209483737875,-81.21915719251801,-27.357315791360364,0.6315659389045449,15.75754408793706,27.598306643171888,38.4626396003129,49.16639645123053,60.01885481179417,70.93759780272826,81.19043347986332,89.04562111074813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,12553.739003028351,8.379447681904896,88.29960196639547,26.21785019823299,-1.2780176555314708,-16.564508543342512,-28.830351989022198,-40.38406469491449,-52.22505619597847,-65.10695839464681,-79.95323815712702,-98.25804165380129,-122.42407382179776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,-605.1933135030133,0.0369853764389012,-2.1551388569680308,3.887352138501752,3.2370905660542264,3.47158586063915,3.84359973396224,4.129040286169423,4.106285949127082,3.3369640601570567,0.8141901855673311,-5.791229321114647,-21.036414926546435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,-12336.52678080794,-8.700141195495142,-83.65535415521573,-28.188405759551216,0.6723671445116929,16.267086665354785,28.46942467036958,39.65968697200808,50.6785234784158,61.84437120735421,73.07278226553656,83.61217602900435,91.68509767123282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,12946.39900892057,8.590001732382754,91.49667978310704,27.166911344817155,-1.3523847479994269,-17.205131370367777,-29.919411798802827,-41.88850038068757,-54.147058569520375,-67.47356963915387,-82.82045835553377,-101.72792630692727,-126.6725408851494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,-605.2266353277886,0.0367720748027318,-2.1555854252969304,3.887147062821911,3.236693818917321,3.4710661693460247,3.842963838122445,4.128280374867575,4.105383170683147,3.335880921756338,0.8128511299643547,-5.792977081348804,-21.038844215087718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,-12336.394674332028,-8.70186446413567,-83.66535731809765,-28.19434780681105,0.6672596559142159,16.261571123878966,28.463154093710493,39.65250671009228,50.670333142171486,61.83508002542681,73.06228212521017,83.60031087078625,91.67163067106696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,12946.313366357686,8.591692399161548,91.5071959673547,27.172662331572827,-1.3474026518562052,-17.19975550456825,-29.913316704503256,-41.8815442077974,-54.139157630868056,-67.46466363150958,-82.81050080080504,-101.7168872593488,-126.66040994110436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,-606.2593301545489,0.0301595251213547,-2.169430176912048,3.880787785362135,3.224392448589432,3.4549525279054385,3.8232465739103776,4.10471754182733,4.077391661566796,3.302302537440758,0.7713547740493032,-5.847098798100084,-21.113981031148832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,-12332.299438684153,-8.755281961186935,-83.97543227217689,-28.37853696058585,0.5089333790787124,16.090584101308817,28.26874337179756,39.42986917500296,50.4163455925932,61.54691571347495,72.73657673397743,83.23221867982015,91.25381682003152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,12943.65820703876,8.644098981999171,91.8331724643858,27.350928677136427,-1.192963308782045,-17.033097315588137,-29.724342834976447,-41.6658463329994,-53.89412641692711,-67.18840886153146,-82.50155154330662,-101.37426871039897,-126.28372515112922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,-606.5354512380799,0.0282578560252552,-2.1653720228526683,3.875023483663243,3.214542347277436,3.4402411389614524,3.8012901673055386,4.070977601032992,4.02290789440277,3.208643252637076,0.5992617450764305,-6.181646649853715,-21.771442693097733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,-630.1570372352236,-0.1762256364864077,-2.6479672010456743,3.698468720471465,2.868322334869944,2.997826728697972,3.284256902296788,3.500774835819465,3.440110958844236,2.70068630456893,0.361464386901592,-5.712498665435349,-19.71857599878736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,-12186.134528370289,-10.503909579458558,-94.17177991011076,-34.41835699348928,-4.676378233968504,10.489808001068916,21.897171156822427,32.131138029251005,42.097388632578685,52.14394246445484,62.21361109196259,71.60422284330579,78.62060641388696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,12866.394533643785,10.369150764667726,102.53554801644984,33.216502046235966,3.9025331483305727,-11.5153277473708,-23.43870086928733,-34.446124145110446,-45.620355768996845,-57.74017991288212,-71.72436164195585,-89.03488678582235,-112.01866194230516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,-607.2912915635044,-0.0158720314541074,-2.0588921871080923,3.705756358331803,2.941609774089456,3.031385295455346,3.190024722087364,3.142988079863624,2.5686607761547218,0.8230537372588217,-3.5333179076908445,-13.708226696314547,-35.59685172133559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,-606.4577920867279,-0.020864988181999,-2.0449146581202085,3.681112947776561,2.904341635867569,2.976101829426088,3.1085066065444003,3.022973884693034,2.390394470447122,0.5530591180395766,-3.953235274356116,-14.375150726243628,-36.63004385968684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,-12183.7217568794,-10.508970387192882,-94.16670367895306,-34.41615837416554,-4.687203263010247,10.466066587381723,21.85898229751009,32.07599316031009,42.02180422153205,52.043099723750096,62.08063534817925,71.42900303438093,78.38843983633869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,-632.4228721349099,-0.1914355345287884,-2.68716052271946,3.683162443424822,2.841084053778116,2.9646530188998748,3.247029143775178,3.461415863533832,3.402046531246456,2.6709301281362707,0.3552180946418768,-5.661674711864489,-19.542983431242877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,-12175.231936037764,-10.644000911684753,-95.0094918436863,-34.91452176939428,-5.096324870028015,10.041540430555829,21.391689157800386,31.55620576130538,41.4463096094901,51.41300119898482,61.402491855386025,70.71898532010862,77.67807348396245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,12859.81581778789,10.511805705799816,103.41371725623476,33.697514518714485,4.322354604918131,-11.058353838577103,-22.91535236541292,-33.84152834064988,-44.92296912739042,-56.93774706110244,-70.80074598005014,-87.96563716578524,-110.76563730733882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,-685.7611987016338,-0.5639893896611152,-3.646039377357695,3.3051527604017847,2.1703238764451744,2.1444259514353083,2.32233743890003,2.480233986141641,2.453519666918052,1.942938956896622,0.2636074479122989,-4.183099870234497,-14.577166707047017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,-11909.610799056472,-14.036943717952472,-115.28271251391268,-46.916969602302125,-15.280482901357509,-0.8745790159954597,9.017179759769364,17.392305942749587,25.28836964116856,33.12256699815393,40.92456924835175,48.174657152900586,53.51039667646268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,12700.236163738911,13.960345396988115,124.66676417964264,45.33616048332531,14.498642200571195,0.0587440163633427,-10.1191031490045,-18.963910948364024,-27.62693884000073,-36.84610711544719,-47.40483629431857,-60.4889999179756,-77.98736174812886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,-687.1384172619013,-0.5732502210919369,-3.671174036143567,3.295107450945552,2.153258625211863,2.1238936887687387,2.2995157106161157,2.4564522521575207,2.4312744675816105,1.927493996249666,0.2666231196512985,-4.1353638206039705,-14.430464596584915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,-11902.959814356363,-14.122479826751974,-115.7959781538169,-47.22092754108193,-15.538242455153943,-1.151023607860165,8.703273819585657,17.032080281719256,24.876070191064507,32.654068138194965,40.39798078417319,47.59313983078626,52.886786989911336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,12696.340429820662,14.0471353767722,125.2051998579594,45.63114297023915,14.75618472723317,0.3400920981546603,-9.794799761918895,-18.58586597339264,-27.185782730720693,-36.33108424068867,-46.80122629303727,-59.774112411025904,-77.12511200385633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,-848.5768576080624,-1.307224212192716,-5.677780397287286,2.948810175986688,1.1147219352672526,0.7719359004116411,0.733550819313739,0.766104948878338,0.7922071592407243,0.7382030788679383,0.4572626717899169,-0.3951733951284159,-2.532242587730083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,-12362.777497009369,-21.73168132522069,-164.1034145883381,-74.1649326811945,-36.5268290826714,-22.61210865866705,-15.16242623608586,-10.213104552085762,-6.443306495725418,-3.3062315274135656,-0.5839372805337489,1.693699786888249,3.212536111231704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,13425.595630128251,21.866968628039785,177.0016923714616,72.24291342106604,36.00611953289884,22.3553575429378,14.88960121422026,9.814845847902925,5.818100891829525,2.2787066744618074,-1.2196798637395032,-5.108543329257495,-9.971768084127968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,-862.4706564003455,-1.3797100110729352,-5.9021163757699,2.863353498596301,0.9671081335727024,0.5919149769929961,0.5298331463807434,0.5488977757812601,0.5833464608555861,0.5881491374065966,0.4844984317918998,0.0866621573250744,-1.0048698618921148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,-12321.62307462576,-22.435569280262342,-168.58944138007598,-76.88634618257828,-38.81797763778558,-25.056025616415077,-17.941263330701286,-13.424931383983486,-10.162646543131096,-7.595892578992441,-5.484121638976966,-3.7933302489460017,-2.6984441110303505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,13409.931673758332,22.59464300615572,181.80708775204985,74.9402214309507,38.33191436877922,24.86699974502015,17.768685966659703,13.1700177116096,9.749802841180436,6.907773190852176,4.277636698955777,1.5274578673701422,-1.7545847299168709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,-878.9773203615625,-1.465539031975032,-6.173370258183759,2.758048137594177,0.7891673049678879,0.3758617170279221,0.2858004947610468,0.2889702294380035,0.3335621931175785,0.4088056413167024,0.5173092257193069,0.6635356778111992,0.8239067767968784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,-12273.372548013134,-23.268319729211708,-173.91120084289275,-80.11851055037855,-41.53856618159829,-27.95709441859972,-21.23936370088952,-17.236871935224567,-14.577322857644056,-12.68825540680197,-11.30201169746883,-10.30784396760988,-9.713237803202206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,13392.447963785082,23.45480814739061,187.51146299180704,78.1483360376073,41.09692069551706,27.85117583678094,21.18823807937459,17.154572117944838,14.419420631912166,12.40707757304789,10.811356649955613,9.419883076808766,8.027683280131901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,-876.8531077886123,-1.4708861036455654,-6.15510378146814,2.7776533659981992,0.804520912096667,0.3891481206885318,0.2978692049181181,0.3002045479202353,0.3441446161112848,0.4188017421962546,0.5266764105401018,0.6720609519149505,0.8310156139992355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,-12268.362827886664,-23.279774546087943,-173.86718345615256,-80.05163600146457,-41.48729642735078,-27.91379401324692,-21.200840693262087,-17.201678274675153,-14.544728978301464,-12.657906204199811,-11.273826852262374,-10.28204932536718,-9.690457500730083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,13387.937962064523,23.46006822198569,187.4662773070812,78.10147535514989,41.061264147371325,27.820785517462934,21.16093769975149,17.129397128885913,14.395868593545837,12.384844802227043,10.790215040183996,9.39960111851815,8.008013143171514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,-880.2002368147874,-1.4687014680014907,-6.190688203402571,2.7486579628320307,0.7772634798091189,0.3625774530133512,0.2714276195673761,0.2740019095998773,0.3192058561722093,0.3979378041852451,0.5167362096199835,0.6892282108915285,0.9099592242540254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,-12271.842080134757,-23.306358217444256,-174.17322667718386,-80.28398070254534,-41.67705626067075,-28.102977009532378,-21.403523263058315,-17.425138790992268,-14.794076866763335,-12.937148553827925,-11.585349511818146,-10.62419252754984,-10.053042822165413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,13392.466943620137,23.494902917922424,187.7935349488275,78.31119349040961,41.236371267546815,28.000113825545185,21.35745428929909,17.350473920635466,14.647869276222936,12.675076572427894,11.128782574693274,9.802357953759754,8.500775222098033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,-875.9881790076679,-1.475579383761114,-6.150672029258994,2.787057831524918,0.811991190581425,0.3954728324216647,0.3034558379943017,0.305252597006299,0.3487551879628413,0.4230150346122879,0.5304716581710341,0.6753154748244095,0.8333921673805166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,-12263.797474976458,-23.290886782361163,-173.83114959266808,-79.99414816469235,-41.443390532926514,-27.87697846276029,-21.168350457915857,-17.172251530738844,-14.517726587756858,-12.6330142883507,-11.250972101732073,-10.261433717330124,-9.67265990288622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,13386.103899887285,23.46114189272533,187.448135841324,78.08370388519594,41.047854957676,27.80944094849047,21.1508435554378,17.120196443951535,14.387372442706962,12.376927616515692,10.782755885647804,9.392425725772233,8.000839199577394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,-875.9661414367695,-1.475600203260035,-6.15097740646784,2.7865740247520567,0.811654518486959,0.3951989111909729,0.3032129773963783,0.3050263651873832,0.3485365111630407,0.4227955940145778,0.5302405857037463,0.6750549022886995,0.8330702233413001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,-12263.427398675649,-23.29137442962569,-173.8270817407997,-79.98901346376736,-41.43942951083111,-27.873552833126983,-21.16521248019681,-17.169290836458163,-14.514887450617792,-12.630268248624333,-11.248308535144952,-10.258857267559785,-9.670186296315968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,13385.706288794834,23.46167321272224,187.44419637597736,78.07926121640003,41.04445015746132,27.806512537603822,21.14818007452906,17.117703327193148,14.384999901801308,12.37464550615116,10.78054266336292,9.390262685118948,7.998711254399253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,-875.9141830331954,-1.4760171542847351,-6.150300799339358,2.788166302718354,0.8128550952977377,0.3961972754998766,0.3040944492935344,0.3058312465566846,0.3492874899030744,0.4235078963482884,0.5309267114223479,0.6757279421171892,0.8337482730046244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,-12263.554678584718,-23.291629652960943,-173.82966333374023,-79.99125827722233,-41.44118908022748,-27.87516161247621,-21.166779398280745,-17.17086183047709,-14.51648563795036,-12.631906782119668,-11.249996562255836,-10.260606100888568,-9.672021875575886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,13386.16665137586,23.46082219783456,187.44856007256996,78.08463577598356,41.04857697479025,27.810052003491887,21.151390149279568,17.12070068731126,14.387845956325696,12.377376340944917,10.783181331085984,9.39282411033654,8.001199558812122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,-886.0762898788339,-1.4839483171192327,-6.27448462144716,2.7033935169739114,0.7198843633676115,0.2985367543281881,0.2021343387750757,0.2018348173640308,0.2499868716468999,0.3455361114365745,0.5139689225086476,0.8131012291567123,1.324873066547639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,-12264.427933113291,-23.489632110734583,-175.43577840151835,-81.0811734761074,-42.34427729538675,-28.805833076447545,-22.19445655116121,-18.332243693811684,-15.838460616633402,-14.1364101472966,-12.950593478071296,-12.148484693067124,-11.690274681374555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,13392.584207436705,23.68809434785793,189.15245630682696,79.0958279740298,41.9082400303536,28.717706965972106,22.17277036168691,18.29439455164241,15.748649529163387,13.966483166053653,12.65844013451709,11.645603878145048,10.78092571590889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,-897.8063989615217,-1.509807061547936,-6.414510419912245,2.6303573109671685,0.6248225529875114,0.1906255009733378,0.0837469340612648,0.0774094976385971,0.1313375054999098,0.2623972657846149,0.5396394396361055,1.1257093492807564,2.3196863970296384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,-12257.483005913762,-23.78479204388532,-177.54545493848016,-82.45083493112583,-43.49153654030325,-30.011920804197675,-23.552399148237683,-19.89459396737141,-17.646080874810046,-16.222553854626618,-15.330350827772396,-14.784225008834648,-14.423853653823413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,13401.91602596082,23.99208344998765,191.45118772340888,80.46733926885689,43.07939350042506,29.96231218726976,23.585679387238013,19.93632851865673,17.679403152864857,16.26202865798574,15.432194798870809,15.08816694637655,15.225997102771286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,-899.6087289622682,-1.5131624976736284,-6.43572550677252,2.618087330832907,0.6096935202266529,0.1737686754071308,0.065414271949979,0.0581953388344468,0.1129221376672473,0.2490681704550319,0.5420118502682986,1.169625444586602,2.462535092332669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,-12256.847473508573,-23.82688986964146,-177.85583597263232,-82.6552665650432,-43.66249926561041,-30.19096301799628,-23.753332003710565,-20.125210304026936,-17.912428714329092,-16.52956436107173,-15.68032263039199,-15.171813826734844,-14.826226224184266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,13403.320484278796,24.036268891828584,191.7859055579389,80.66707465784346,43.2499235008936,30.14347198961667,23.79126571541844,20.175170568193348,17.96019234489164,16.59580600456587,15.835443663732164,15.588593039478466,15.872120985730826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,-848.5540542352743,-1.3070653884430532,-5.677381193824667,2.948963560916453,1.1150089273751966,0.7722940200073479,0.7339622267491979,0.7665490877507611,0.7926399724469102,0.7385223948571527,0.45722804459579,-0.3961255312070064,-2.5353145129196326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
